Date,Open,High,Low,Close,Adj Close,Volume,Day,,
3/14/2014,160.729996,161.600006,160.380005,160.649994,131.107803,8603100,172,,
3/17/2014,161.399994,162.669998,161.330002,162.369995,132.511581,6641400,175,,
3/18/2014,162.690002,163.639999,162.550003,163.279999,133.254105,7094600,176,,
3/19/2014,163.259995,163.570007,161.149994,162.190002,132.364594,7936400,177,,
3/20/2014,161.850006,163.470001,161.479996,163.300003,133.270508,6616200,178,,
3/21/2014,163.470001,164.199997,162.529999,162.630005,132.953293,7629500,179,,
3/24/2014,163.130005,163.460007,161.779999,162.440002,132.797943,6336000,182,,
3/25/2014,163.369995,163.720001,162.570007,163.389999,133.5746,5991100,183,,
3/26/2014,164.070007,164.330002,162.320007,162.330002,132.707962,6133800,184,,
3/27/2014,162.25,162.679993,161.539993,162.279999,132.667084,7713700,185,,
3/28/2014,162.610001,163.820007,162.320007,162.850006,133.133026,4536000,186,,
3/31/2014,163.720001,164.460007,163.639999,164.240005,134.269455,6368400,189,,
4/1/2014,164.669998,165.309998,164.580002,164.949997,134.84993,4076100,190,,
4/2/2014,165.190002,165.570007,164.75,165.369995,135.193298,5597700,191,,
4/3/2014,165.720001,165.75,164.960007,165.339996,135.168716,4452600,192,,
4/4/2014,166.009995,166.059998,163.580002,163.880005,133.975174,10559700,193,,
4/7/2014,163.580002,163.929993,162.119995,162.160004,132.569031,8624100,196,,
4/8/2014,162.100006,162.729996,161.550003,162.330002,132.707962,5930000,197,,
4/9/2014,163,164.139999,162.429993,164.100006,134.154984,6008300,198,,
4/10/2014,164.119995,164.309998,161.270004,161.470001,132.004868,9981500,199,,
4/11/2014,160.669998,161.320007,159.880005,160.020004,130.819565,11067500,200,,
4/14/2014,161.080002,161.619995,160.270004,161.449997,131.988602,6270600,203,,
4/15/2014,161.669998,162.470001,160.380005,162.360001,132.732513,8489000,204,,
4/16/2014,163.429993,164.029999,162.929993,164.020004,134.0896,5864200,205,,
4/17/2014,163.610001,164.190002,163.330002,163.75,133.976685,5790700,206,,
4/21/2014,163.839996,164.25,163.699997,164.029999,134.20578,3066100,210,,
4/22/2014,164.300003,165.300003,164.229996,164.800003,134.8358,4044300,211,,
4/23/2014,164.940002,164.990005,164.449997,164.639999,134.70488,3546100,212,,
4/24/2014,165.009995,165.110001,164.190002,164.690002,134.745804,4028700,213,,
4/25/2014,164.080002,164.190002,163,163.350006,133.649445,5102700,214,,
4/28/2014,164.130005,164.690002,162.779999,164.169998,134.320328,7236900,217,,
4/29/2014,164.619995,165.270004,164.490005,165,134.999466,4581400,218,,
4/30/2014,164.919998,165.600006,164.830002,165.449997,135.367508,4958500,219,,
5/1/2014,165.300003,165.710007,164.899994,165.229996,135.187576,3889400,220,,
5/2/2014,165.160004,165.850006,164.529999,164.75,134.794922,7036100,221,,
5/5/2014,163.970001,165.169998,163.449997,164.929993,134.942169,4059700,224,,
5/6/2014,164.660004,164.679993,163.679993,163.729996,133.960373,5281500,225,,
5/7/2014,164.509995,165.080002,163.389999,165.029999,135.024002,5576200,226,,
5/8/2014,165.020004,166.070007,164.860001,165.350006,135.285858,5997900,227,,
5/9/2014,165.289993,165.779999,164.869995,165.720001,135.588531,4228600,228,,
5/12/2014,166.309998,166.929993,166.279999,166.800003,136.472153,3944700,231,,
5/13/2014,167.100006,167.289993,166.949997,167.050003,136.676697,4133400,232,,
5/14/2014,167.089996,167.139999,165.919998,166.110001,135.907639,3104700,233,,
5/15/2014,165.779999,165.869995,164.020004,164.550003,134.631287,7539300,234,,
5/16/2014,164.160004,164.639999,163.770004,164.610001,135.025803,5115000,235,,
5/19/2014,164.139999,164.910004,164.029999,164.710007,135.107864,2879900,238,,
5/20/2014,164.699997,164.720001,163.039993,163.320007,133.967621,4856600,239,,
5/21/2014,163.949997,165.149994,163.889999,164.979996,135.329285,4898700,240,,
5/22/2014,165.089996,165.389999,164.600006,165.179993,135.493393,3564100,241,,
5/23/2014,165.289993,165.869995,165.190002,165.830002,136.026566,2857000,242,,
5/27/2014,166.449997,166.600006,166.130005,166.470001,136.55159,2561300,246,,
5/28/2014,166.539993,166.550003,165.949997,166.089996,136.239792,3681500,247,,
5/29/2014,166.470001,166.789993,166.029999,166.779999,136.805832,2763500,248,,
5/30/2014,166.600006,167.020004,166.300003,166.929993,136.928818,2769000,249,,
6/2/2014,167.25,167.399994,166.630005,167.199997,137.150299,4453300,252,,
6/3/2014,166.940002,167.199997,166.75,167.020004,137.002686,4125200,253,,
6/4/2014,166.889999,167.270004,166.580002,167.130005,137.092911,2264600,254,,
6/5/2014,167.509995,168.309998,166.919998,168.139999,137.921387,5416500,255,,
6/6/2014,168.580002,169.119995,168.460007,169.080002,138.692368,4118900,256,,
6/9/2014,169.119995,169.580002,169.020004,169.240005,138.823715,2713200,259,,
6/10/2014,169.149994,169.369995,168.839996,169.350006,138.913895,2821400,260,,
6/11/2014,168.75,168.809998,168.089996,168.350006,138.093689,3064100,261,,
6/12/2014,168.289993,168.339996,166.979996,167.289993,137.224213,5409200,262,,
6/13/2014,167.539993,167.830002,167.130005,167.619995,137.494904,2708700,263,,
6/16/2014,167.389999,167.970001,167.149994,167.690002,137.5522,3068300,266,,
6/17/2014,167.429993,168.199997,167.240005,168,137.806564,2884700,267,,
6/18/2014,168.050003,169.059998,167.350006,168.929993,138.569382,4729200,268,,
6/19/2014,169.020004,169.190002,168.539993,169.089996,138.700562,3028000,269,,
6/20/2014,169.25,169.419998,168.960007,169.080002,138.960388,5370700,270,,
6/23/2014,169.059998,169.119995,168.580002,168.910004,138.820587,2729200,273,,
6/24/2014,168.830002,169.330002,167.669998,167.869995,137.965881,4861700,274,,
6/25/2014,167.520004,168.479996,167.509995,168.279999,138.302872,3657500,275,,
6/26/2014,168.380005,168.389999,167.059998,168.080002,138.13855,4052400,276,,
6/27/2014,167.759995,168.25,167.339996,168.169998,138.212479,3092200,277,,
6/30/2014,167.910004,168.350006,167.649994,167.889999,137.982315,6488400,280,,
7/1/2014,168.289993,169.639999,168.229996,169.199997,139.059006,4911500,281,,
7/2/2014,169.309998,169.509995,169.179993,169.399994,139.223343,1929800,282,,
7/3/2014,169.850006,170.470001,169.729996,170.470001,140.102753,2074800,283,,
7/7/2014,169.880005,170.009995,169.550003,169.860001,139.601471,2937700,287,,
7/8/2014,169.580002,169.600006,168.440002,168.850006,138.771317,5438700,288,,
7/9/2014,169.179993,169.729996,168.860001,169.580002,139.371277,3543800,289,,
7/10/2014,167.889999,169.339996,167.699997,168.960007,138.86174,4932100,290,,
7/11/2014,168.770004,169.220001,168.320007,169.199997,139.059006,2830500,291,,
7/14/2014,170.149994,170.610001,170.039993,170.289993,139.954865,2831200,294,,
7/15/2014,170.509995,170.910004,169.779999,170.380005,140.028793,5168100,295,,
7/16/2014,170.960007,171.160004,170.660004,171.070007,140.59584,3197900,296,,
7/17/2014,170.809998,171.320007,169.460007,169.610001,139.395981,6149300,297,,
7/18/2014,169.949997,170.759995,169.740005,170.580002,140.343689,6924600,298,,
7/21/2014,170.100006,170.380005,169.360001,170.179993,140.014664,2886600,301,,
7/22/2014,170.559998,170.960007,170.429993,170.740005,140.475357,3798200,302,,
7/23/2014,170.809998,170.809998,170.199997,170.559998,140.327301,2607900,303,,
7/24/2014,170.660004,170.850006,170.220001,170.440002,140.228531,3226000,304,,
7/25/2014,169.770004,169.850006,168.759995,169.160004,139.175461,5714000,305,,
7/28/2014,169.229996,169.649994,168.369995,169.410004,139.381134,3606100,308,,
7/29/2014,169.889999,170.190002,168.779999,168.779999,138.862747,3683100,309,,
7/30/2014,169.270004,169.520004,167.779999,168.479996,138.616013,5446600,310,,
7/31/2014,167.270004,167.429993,165.289993,165.289993,135.991409,9038800,311,,
8/1/2014,164.800003,165.509995,164.009995,164.570007,135.399048,7435100,312,,
8/4/2014,164.800003,165.610001,164.110001,165.330002,136.024323,4400000,315,,
8/5/2014,164.800003,165.139999,163.339996,163.919998,134.864212,8522800,316,,
8/6/2014,163.460007,164.75,163.369995,164.199997,135.094681,4781100,317,,
8/7/2014,164.850006,164.889999,163.130005,163.550003,134.559845,4962400,318,,
8/8/2014,163.669998,165.380005,163.440002,165.339996,136.032578,5412300,319,,
8/11/2014,165.960007,166.149994,165.470001,165.550003,136.205307,5761500,322,,
8/12/2014,165.279999,165.770004,165,165.490005,136.156006,3274300,323,,
8/13/2014,166,166.660004,165.759995,166.490005,136.978714,2841700,324,,
8/14/2014,166.690002,167.100006,166.460007,167.100006,137.480637,2752400,325,,
8/15/2014,167.419998,167.460007,165.440002,166.350006,137.1064,7032500,326,,
8/18/2014,167.25,168.119995,167.229996,168.059998,138.515717,2975200,329,,
8/19/2014,168.639999,169.020004,168.330002,168.889999,139.199844,3057200,330,,
8/20/2014,168.720001,169.740005,168.720001,169.600006,139.78508,3108800,331,,
8/21/2014,169.809998,170.529999,169.690002,170.179993,140.263123,2652600,332,,
8/22/2014,170.009995,170.479996,169.649994,169.869995,140.007599,5152200,333,,
8/25/2014,170.559998,171.059998,170.440002,170.619995,140.625793,2588500,336,,
8/26/2014,170.820007,171.350006,170.779999,170.929993,140.881302,3581400,337,,
8/27/2014,171.149994,171.210007,170.75,171.009995,140.947128,5162400,338,,
8/28/2014,170.399994,170.880005,170.100006,170.770004,140.749435,2781900,339,,
8/29/2014,170.899994,171,170.25,170.880005,140.839996,3280300,340,,
9/2/2014,170.940002,171.070007,170.039993,170.580002,140.592728,3458700,344,,
9/3/2014,171.380005,171.479996,170.529999,170.720001,140.708206,2847400,345,,
9/4/2014,170.910004,171.559998,170.220001,170.660004,140.658691,3760900,346,,
9/5/2014,170.520004,171.289993,170.009995,171.25,141.14502,3403600,347,,
9/8/2014,171.039993,171.350006,170.75,171.059998,140.988419,3139800,350,,
9/9/2014,170.789993,170.839996,169.889999,170.119995,140.213669,4252400,351,,
9/10/2014,170.169998,170.809998,169.710007,170.669998,140.666977,4595400,352,,
9/11/2014,169.889999,170.619995,169.820007,170.509995,140.535095,3026200,353,,
9/12/2014,170.380005,170.440002,169.399994,169.899994,140.032364,5000800,354,,
9/15/2014,170.059998,170.570007,169.550003,170.320007,140.378464,5130700,357,,
9/16/2014,169.960007,171.710007,169.889999,171.380005,141.252289,5946400,358,,
9/17/2014,171.570007,172.25,170.929993,171.580002,141.416992,8498600,359,,
9/18/2014,172.009995,172.800003,171.899994,172.610001,142.265869,6458100,360,,
9/19/2014,173,173.320007,172.190002,172.449997,142.474899,9341000,361,,
9/22/2014,172.350006,172.380005,171.220001,171.410004,141.615707,4894200,364,,
9/23/2014,170.850006,171.380005,170.210007,170.210007,140.624283,5521800,365,,
9/24/2014,170.360001,171.899994,169.979996,171.789993,141.929688,5813000,366,,
9/25/2014,171.5,171.529999,169.089996,169.169998,139.765015,8910500,367,,
9/26/2014,169.789993,171.130005,169.5,170.699997,141.029144,6062200,368,,
9/29/2014,169.179993,170.580002,168.940002,170.330002,140.723389,5167800,371,,
9/30/2014,170.449997,171.100006,169.800003,170.070007,140.508591,5492800,372,,
10/1/2014,169.910004,169.979996,167.419998,167.679993,138.534058,11030600,373,,
10/2/2014,167.389999,168.270004,166.429993,167.649994,138.509293,9093700,374,,
10/3/2014,168.889999,169.970001,168.369995,169.720001,140.219406,5589100,375,,
10/6/2014,170.440002,170.690002,168.960007,169.570007,140.095505,5315300,378,,
10/7/2014,168.729996,168.940002,166.860001,166.860001,137.856628,7128800,379,,
10/8/2014,166.869995,169.820007,166.350006,169.619995,140.136841,8893200,380,,
10/9/2014,169.160004,169.479996,166.199997,166.339996,137.426956,13387300,381,,
10/10/2014,166.389999,167.360001,165.210007,165.210007,136.493469,12717500,382,,
10/13/2014,165.089996,165.789993,162.839996,162.929993,134.609741,14117000,385,,
10/14/2014,163.669998,164.410004,162.5,163.029999,134.692352,13626400,386,,
10/15/2014,161.190002,161.850006,158.270004,161.279999,133.246475,24966700,387,,
10/16/2014,159,161.949997,158.729996,160.979996,132.998672,18926600,388,,
10/17/2014,162.679993,163.949997,162.210007,163.449997,135.039352,11730200,389,,
10/20/2014,162.350006,163.679993,162.25,163.649994,135.204544,7156500,392,,
10/21/2014,164.449997,165.869995,164.119995,165.800003,136.98085,8994600,393,,
10/22/2014,166.169998,166.229996,164.279999,164.380005,135.807617,6025100,394,,
10/23/2014,166.050003,167.360001,166.009995,166.449997,137.517899,7029700,395,,
10/24/2014,166.600006,167.789993,166.169998,167.740005,138.583633,5733500,396,,
10/27/2014,167.229996,168.059998,166.970001,167.880005,138.699249,5062900,399,,
10/28/2014,168.479996,169.690002,168.139999,169.660004,140.169937,5438900,400,,
10/29/2014,170.009995,170.339996,168.610001,169.399994,139.955109,7584000,401,,
10/30/2014,169.630005,171.940002,169.600006,171.600006,141.772629,7449200,402,,
10/31/2014,173.339996,173.630005,172.789993,173.449997,143.301102,7563500,403,,
11/3/2014,173.570007,173.779999,173.050003,173.360001,143.226761,5383200,406,,
11/4/2014,173.080002,173.649994,172.460007,173.460007,143.309402,6466000,407,,
11/5/2014,174.589996,174.619995,173.710007,174.550003,144.209946,5286200,408,,
11/6/2014,174.75,175.410004,174.179993,175.289993,144.821228,7191700,409,,
11/7/2014,175.240005,175.600006,174.770004,175.580002,145.060928,4018100,410,,
11/10/2014,175.619995,176.059998,175.330002,175.949997,145.366623,2941900,413,,
11/11/2014,175.979996,176.240005,175.690002,176.020004,145.424408,3192700,414,,
11/12/2014,175.259995,176.199997,175.25,176.039993,145.440918,2836500,415,,
11/13/2014,176.25,176.979996,175.789993,176.440002,145.771362,6508400,416,,
11/14/2014,176.360001,176.649994,176.119995,176.350006,145.697021,3521100,417,,
11/17/2014,176.059998,176.759995,176,176.490005,145.812744,3668900,420,,
11/18/2014,176.529999,177.380005,176.449997,176.960007,146.201004,4721700,421,,
11/19/2014,176.850006,177.190002,176.289993,176.929993,146.176224,4011400,422,,
11/20/2014,176.110001,177.279999,176.029999,177.25,146.440567,2881700,423,,
11/21/2014,178.520004,178.600006,177.279999,177.699997,147.184418,4782000,424,,
11/24/2014,178.130005,178.220001,177.589996,177.800003,147.267212,2408700,427,,
11/25/2014,178.160004,178.190002,177.559998,177.960007,147.399704,5510400,428,,
11/26/2014,177.960007,178.089996,177.649994,178.009995,147.441086,3005600,429,,
11/28/2014,178.119995,178.690002,177.860001,178.100006,147.515717,4037500,431,,
12/1/2014,177.539993,178.020004,177.029999,177.600006,147.101593,6671800,434,,
12/2/2014,177.679993,178.770004,177.669998,178.559998,147.896759,3920500,435,,
12/3/2014,178.589996,179.139999,178.410004,178.960007,148.228073,11006600,436,,
12/4/2014,178.729996,179.300003,178.029999,178.830002,148.120316,4791000,437,,
12/5/2014,179.279999,179.820007,178.990005,179.509995,148.683609,4269400,438,,
12/8/2014,178.960007,179.539993,177.970001,178.539993,147.880081,5568000,441,,
12/9/2014,176.779999,178.029999,176.220001,177.960007,147.399704,7945400,442,,
12/10/2014,177.5,177.5,175.009995,175.289993,145.188263,7622000,443,,
12/11/2014,175.889999,177.660004,175.699997,176.029999,145.801163,6867300,444,,
12/12/2014,174.770004,175.669998,172.929993,173,143.291504,12284400,445,,
12/15/2014,173.75,174.130005,171.210007,171.789993,142.289322,8874300,448,,
12/16/2014,171.270004,174.389999,170.740005,170.850006,141.510742,12257600,449,,
12/17/2014,171.270004,173.979996,171.080002,173.589996,143.780136,12901600,450,,
12/18/2014,175.979996,177.830002,175.369995,177.789993,147.258896,9752400,451,,
12/19/2014,177.789993,178.419998,177.149994,177.649994,147.460556,11452600,452,,
12/22/2014,178.220001,179.360001,178.190002,179.360001,148.880081,7855600,455,,
12/23/2014,179.869995,180.399994,179.679993,180.029999,149.436142,6224800,456,,
12/24/2014,180.190002,180.529999,179.940002,180.029999,149.436142,1647600,457,,
12/26/2014,180.490005,180.710007,180.190002,180.190002,149.569,1921200,459,,
12/29/2014,179.880005,180.380005,179.809998,180.110001,149.502594,2530900,462,,
12/30/2014,179.630005,179.869995,179.240005,179.460007,148.963104,2953300,463,,
12/31/2014,179.820007,180.119995,177.880005,177.880005,147.65152,4514400,464,,
1/2/2015,178.649994,179.229996,176.979996,177.940002,147.70134,4997200,466,,
1/5/2015,177.059998,177.210007,174.460007,174.839996,145.128128,6700200,469,,
1/6/2015,175.100006,175.539993,172.320007,173.389999,143.924576,10131400,470,,
1/7/2015,174.850006,175.789993,174.240005,175.589996,145.750671,5547000,471,,
1/8/2015,177.259995,178.960007,177.210007,178.759995,148.38205,7166700,472,,
1/9/2015,178.979996,179.059998,176.630005,177.220001,147.103699,6646600,473,,
1/12/2015,177.440002,177.630005,175.460007,176.240005,146.290222,4305300,476,,
1/13/2015,177.720001,179.029999,174.699997,175.979996,146.074432,9913500,477,,
1/14/2015,173.440002,174.720001,172.419998,174.059998,144.480667,11090600,478,,
1/15/2015,174.740005,175.080002,172.809998,173.059998,143.65062,9293700,479,,
1/16/2015,172.570007,174.970001,172.119995,174.669998,145.111221,8721900,480,,
1/20/2015,175.229996,175.610001,173.139999,174.899994,145.302246,7224100,484,,
1/21/2015,174.25,175.75,173.660004,175.350006,145.676041,6259300,485,,
1/22/2015,175.919998,178.139999,174.509995,177.919998,147.811172,9565100,486,,
1/23/2015,177.710007,177.820007,176.389999,176.410004,146.556686,4795300,487,,
1/26/2015,176.160004,176.710007,175.380005,176.5,146.63147,3730400,490,,
1/27/2015,173.5,174.75,172.589996,173.589996,144.213867,11565100,491,,
1/28/2015,174.550003,174.610001,171.589996,171.720001,142.660416,9673200,492,,
1/29/2015,172.160004,174.070007,171.059998,173.899994,144.471436,9615200,493,,
1/30/2015,173.199997,173.949997,171.270004,171.449997,142.436066,11138500,494,,
2/2/2015,171.949997,173.429993,170.100006,173.270004,143.948059,9437900,497,,
2/3/2015,174.130005,176.399994,174.100006,176.330002,146.49028,7543400,498,,
2/4/2015,175.800003,177.570007,175.779999,176.529999,146.656342,5935900,499,,
2/5/2015,177.279999,178.639999,177.089996,178.550003,148.334564,6037800,500,,
2/6/2015,178.820007,179.360001,177.479996,178.089996,147.952438,7211900,501,,
2/9/2015,177.179993,177.940002,176.679993,177.089996,147.121552,3723100,504,,
2/10/2015,178.169998,178.75,177.139999,178.509995,148.3013,3572700,505,,
2/11/2015,178.089996,179.089996,177.669998,178.699997,148.459198,5174500,506,,
2/12/2015,179.270004,179.929993,179,179.839996,149.406219,3742700,507,,
